Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JUNE-2020,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,9679,0,8525,601,0,72,81,18,4003,0,0,814
MSitAE-JUNE-2020,RXW,NHS ENGLAND MIDLANDS ,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,8346,0,0,1530,0,0,306,3,2332,0,0,1485
MSitAE-JUNE-2020,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7434,0,2629,728,0,0,392,0,1782,0,62,1507
MSitAE-JUNE-2020,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,10629,0,2104,866,0,0,143,0,3012,0,187,666
MSitAE-JUNE-2020,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4064,0,2987,157,0,5,48,0,2051,0,0,1042
MSitAE-JUNE-2020,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7150,0,0,665,0,0,97,0,2126,0,0,651
MSitAE-JUNE-2020,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,193
MSitAE-JUNE-2020,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,1963,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS NHS TRUST,8253,543,1678,0,0,0,87,0,3133,0,0,1764
MSitAE-JUNE-2020,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,8453,0,2542,548,0,0,46,19,1482,0,0,135
MSitAE-JUNE-2020,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,4739,0,0,339,0,0,19,0,1934,0,0,438
MSitAE-JUNE-2020,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,6877,0,4214,1316,0,1,35,0,2629,0,0,238
MSitAE-JUNE-2020,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4216,309,7,280,0,0,0,0,1314,0,0,467
MSitAE-JUNE-2020,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,7262,2405,4676,0,0,0,765,7,2167,2,0,705
MSitAE-JUNE-2020,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,7,90
MSitAE-JUNE-2020,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,14649,0,2470,1367,0,0,573,19,3536,0,0,875
MSitAE-JUNE-2020,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,10327,0,0,1144,0,0,192,0,2707,0,0,413
MSitAE-JUNE-2020,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9764,0,3010,2778,0,0,509,1,3073,0,0,1129
MSitAE-JUNE-2020,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,4694,0,0,10,0,0,0,0,0,0
MSitAE-JUNE-2020,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,24374,0,1233,2398,0,0,279,1,8734,0,0,2767
MSitAE-JUNE-2020,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2544,0,7290,0,0,0,24,0,1089,0,363,1409
MSitAE-JUNE-2020,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,8018,344,3320,664,0,9,38,0,3266,4,0,1063
MSitAE-JUNE-2020,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,5443,0,403,464,0,2,51,0,2138,0,9,1184
MSitAE-JUNE-2020,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,7459,0,2532,1293,0,0,193,0,2752,0,0,311
MSitAE-JUNE-2020,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,6725,0,0,345,0,0,41,0,3077,0,0,1455
MSitAE-JUNE-2020,RW6,NHS ENGLAND NORTH WEST ,PENNINE ACUTE HOSPITALS NHS TRUST,19554,0,3440,2530,0,51,424,0,5392,0,95,1066
MSitAE-JUNE-2020,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,9993,0,6640,1359,0,184,192,28,3670,0,0,430
MSitAE-JUNE-2020,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12711,0,2609,1654,0,8,172,0,4251,0,321,1057
MSitAE-JUNE-2020,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,10713,405,5448,2483,0,21,655,0,4324,0,0,1908
MSitAE-JUNE-2020,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3276,0,2286,203,0,1,1,0,1057,0,0,295
MSitAE-JUNE-2020,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,6053,514,1252,956,0,0,390,0,1878,0,0,1064
MSitAE-JUNE-2020,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,6007,0,827,676,0,1,164,0,1893,0,0,594
MSitAE-JUNE-2020,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,10913,0,3574,590,0,13,31,0,4216,0,225,1249
MSitAE-JUNE-2020,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6010,43,1159,543,0,12,38,1,2066,0,30,845
MSitAE-JUNE-2020,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,16922,769,8927,1337,6,16,388,2,6973,0,0,1397
MSitAE-JUNE-2020,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0,0,559,0,0,3,0,0,1,0,0,1
MSitAE-JUNE-2020,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,22577,0,1558,1142,0,11,82,0,7758,0,239,1327
MSitAE-JUNE-2020,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,7586,0,2229,492,0,0,59,0,3213,0,0,504
MSitAE-JUNE-2020,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,8764,0,2983,1448,0,0,124,0,3918,0,0,312
MSitAE-JUNE-2020,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,6986,0,2881,382,0,36,13,0,2638,0,1,259
MSitAE-JUNE-2020,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1572,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6007,0,2478,101,0,0,12,0,1348,0,0,388
MSitAE-JUNE-2020,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6387,0,1202,758,0,0,117,0,2334,0,0,1004
MSitAE-JUNE-2020,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9618,170,221,705,0,0,189,1,2357,3,0,169
MSitAE-JUNE-2020,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,4941,0,2676,328,0,5,46,0,1855,0,358,324
MSitAE-JUNE-2020,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,5256,0,5429,449,0,38,4,0,1729,0,0,917
MSitAE-JUNE-2020,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,8932,0,1418,1329,0,5,349,0,3496,0,0,555
MSitAE-JUNE-2020,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,4000,0,6789,1162,0,40,373,1,1827,0,156,1011
MSitAE-JUNE-2020,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,4862,0,0,304,0,0,4,0,1329,0,0,433
MSitAE-JUNE-2020,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7171,0,0,767,0,0,221,0,2370,0,0,598
MSitAE-JUNE-2020,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9204,1044,341,715,0,1,93,0,3016,69,16,2914
MSitAE-JUNE-2020,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5329,1114,2238,927,0,0,221,0,2737,791,0,682
MSitAE-JUNE-2020,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8095,0,660,769,0,0,66,0,1800,0,47,504
MSitAE-JUNE-2020,RM3,NHS ENGLAND NORTH WEST ,SALFORD ROYAL NHS FOUNDATION TRUST,6935,0,387,957,0,0,282,0,2421,0,0,199
MSitAE-JUNE-2020,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6436,0,0,0,0,0,115,0,1728,0,0,200
MSitAE-JUNE-2020,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,4442,0,789,517,0,0,153,0,1193,0,0,35
MSitAE-JUNE-2020,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,5198,0,2317,312,0,5,35,0,2022,0,0,91
MSitAE-JUNE-2020,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,546,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,15515,2049,4102,1781,25,17,299,0,5065,76,70,680
MSitAE-JUNE-2020,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,16371,0,0,0,0,0,174,0,3700,0,0,813
MSitAE-JUNE-2020,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,8603,1489,0,1259,22,0,211,7,3189,12,0,818
MSitAE-JUNE-2020,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,8893,0,4165,1600,0,51,221,0,3336,0,0,969
MSitAE-JUNE-2020,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,6418,0,4171,289,0,0,237,0,2273,0,0,855
MSitAE-JUNE-2020,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,5787,0,0,1,0,0,0,0,0,0
MSitAE-JUNE-2020,RXH,NHS ENGLAND SOUTH EAST ,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11140,1448,0,793,0,0,145,0,3171,22,0,383
MSitAE-JUNE-2020,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6123,0,1390,587,0,0,183,0,2319,0,0,126
TOTAL,TOTAL,TOTAL,TOTAL,1016132,30894,363576,89368,152,1191,17722,159,332910,1344,3455,99892
