Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-APRIL-2020,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,6539,975,0,557,8,0,84,0,2539,5,0,562
MSitAE-APRIL-2020,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,3719,18,735,454,0,8,38,0,1506,0,14,625
MSitAE-APRIL-2020,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,9703,0,3290,1765,0,3,159,0,3583,0,26,801
MSitAE-APRIL-2020,RXH,NHS ENGLAND SOUTH EAST ,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,7795,633,0,836,0,0,158,0,2287,13,0,265
MSitAE-APRIL-2020,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,5547,0,1622,1008,0,0,114,0,2553,0,0,187
MSitAE-APRIL-2020,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",3527,0,0,257,0,0,87,0,1478,0,0,259
MSitAE-APRIL-2020,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,4399,337,704,476,1,1,80,0,1694,0,0,913
MSitAE-APRIL-2020,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,7727,716,2037,665,7,14,73,0,3324,22,0,536
MSitAE-APRIL-2020,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,4028,0,0,678,0,0,162,0,678,0,0,42
MSitAE-APRIL-2020,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2218,0,1247,235,0,0,5,0,719,0,212,0
MSitAE-APRIL-2020,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,7062,0,0,861,0,0,210,0,2074,0,0,294
MSitAE-APRIL-2020,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,8855,0,1370,1037,0,19,99,0,3187,0,297,753
MSitAE-APRIL-2020,RW6,NHS ENGLAND NORTH WEST ,PENNINE ACUTE HOSPITALS NHS TRUST,13015,0,1916,1514,0,29,134,1,4077,0,20,672
MSitAE-APRIL-2020,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,4311,0,499,700,0,0,118,0,1656,0,0,795
MSitAE-APRIL-2020,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,904,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,4484,0,0,497,0,0,125,0,1567,0,0,299
MSitAE-APRIL-2020,RM3,NHS ENGLAND NORTH WEST ,SALFORD ROYAL NHS FOUNDATION TRUST,4612,0,218,395,0,0,126,0,1678,0,0,169
MSitAE-APRIL-2020,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,6441,174,733,1324,0,14,455,2,1616,0,0,89
MSitAE-APRIL-2020,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2242,0,3573,0,0,0,25,0,943,0,194,854
MSitAE-APRIL-2020,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,500,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,7,79
MSitAE-APRIL-2020,RD3,NHS ENGLAND SOUTH WEST ,POOLE HOSPITAL NHS FOUNDATION TRUST,2959,0,630,0,0,0,40,0,1070,0,0,826
MSitAE-APRIL-2020,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,3093,0,299,111,0,2,58,0,1354,0,33,1011
MSitAE-APRIL-2020,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,3084,0,3781,747,0,28,140,0,1746,0,27,799
MSitAE-APRIL-2020,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,456,0,0,2,0,0,0,0,0,0
MSitAE-APRIL-2020,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,3645,613,2768,592,0,23,108,0,1806,55,32,1450
MSitAE-APRIL-2020,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,3068,0,0,315,0,0,10,1,1243,0,0,117
MSitAE-APRIL-2020,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,836,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,5762,1393,1921,0,0,0,622,39,1827,0,0,588
MSitAE-APRIL-2020,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,182,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,4780,0,0,585,0,0,143,0,1893,0,0,496
MSitAE-APRIL-2020,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,8393,712,79,0,0,0,259,0,3078,0,0,1530
MSitAE-APRIL-2020,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,14723,0,766,1286,0,3,75,1,5341,0,77,750
MSitAE-APRIL-2020,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,5673,0,1840,1004,0,0,272,0,1206,0,0,88
MSitAE-APRIL-2020,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,6036,79,258,1024,0,0,265,2,1597,1,0,134
MSitAE-APRIL-2020,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3726,0,1317,101,0,1,24,0,1600,0,0,428
MSitAE-APRIL-2020,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3616,0,1273,222,0,0,7,0,1118,0,0,465
MSitAE-APRIL-2020,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,5167,292,621,614,0,0,58,0,1595,0,0,501
MSitAE-APRIL-2020,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,4964,0,1655,1393,0,1,377,0,2158,0,0,186
MSitAE-APRIL-2020,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,3409,0,979,256,0,0,20,0,1387,0,0,225
MSitAE-APRIL-2020,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,5332,32,1327,0,0,0,75,1,2199,0,494,0
MSitAE-APRIL-2020,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,3752,0,470,352,0,2,39,0,1309,0,0,495
MSitAE-APRIL-2020,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,990,0,0,3,0,0,0,0,0,0
MSitAE-APRIL-2020,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,6005,0,11,585,0,0,209,0,2025,0,0,791
MSitAE-APRIL-2020,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,5758,0,2,895,0,0,136,3,1602,0,0,406
MSitAE-APRIL-2020,Y02816,NHS ENGLAND SOUTH EAST ,EASTBOURNE STATION HEALTH CENTRE,0,0,490,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1068,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,6790,0,1089,150,0,1,8,0,2379,0,0,304
MSitAE-APRIL-2020,Y03051,NHS ENGLAND SOUTH EAST ,HASTINGS MED P & WALKIN,0,0,233,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,10014,0,0,0,0,0,149,0,2950,0,0,661
MSitAE-APRIL-2020,NYM13,NHS ENGLAND LONDON,HHCIC EAST WIC,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,58,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NLX24,NHS ENGLAND SOUTH WEST ,YATE WEST GATE CENTRE,0,0,1107,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,2311,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RTV,NHS ENGLAND NORTH WEST ,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,2360,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,7127,0,0,894,0,0,134,0,3678,0,0,953
MSitAE-APRIL-2020,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9731,36,2296,972,0,0,176,0,5627,0,0,662
MSitAE-APRIL-2020,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,9699,0,1112,1902,0,1,787,139,2448,0,0,662
MSitAE-APRIL-2020,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,6353,0,4636,2249,0,1,798,14,3001,0,0,428
MSitAE-APRIL-2020,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,3414,0,1063,293,0,7,12,0,1341,0,9,679
MSitAE-APRIL-2020,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE HOSPITALS NHS TRUST,8561,0,1417,0,0,0,39,0,2420,0,51,454
MSitAE-APRIL-2020,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,5149,0,1121,451,0,0,59,0,2246,0,0,400
MSitAE-APRIL-2020,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,6940,0,1235,748,0,0,171,0,1922,0,97,460
MSitAE-APRIL-2020,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6216,675,0,936,0,0,51,0,1906,59,0,1855
MSitAE-APRIL-2020,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NMH01,NHS ENGLAND EAST OF ENGLAND ,NORWICH PRACTICES LTD,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,4607,0,1378,532,0,6,124,0,1683,0,0,617
MSitAE-APRIL-2020,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,4389,0,0,0,0,0,77,0,1279,0,0,118
MSitAE-APRIL-2020,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,3996,0,755,355,0,0,168,0,1753,0,0,111
MSitAE-APRIL-2020,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,3596,387,1420,440,0,5,70,0,1730,0,128,123
TOTAL,TOTAL,TOTAL,TOTAL,689720,19726,207129,77357,44,734,15469,251,252680,960,4288,68653
