Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JULY-2020,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,5583,1199,5415,805,3,48,110,0,2202,45,29,2277
MSitAE-JULY-2020,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,5657,0,0,16,0,0,0,0,2,5
MSitAE-JULY-2020,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8822,905,2312,235,8,0,24,0,2938,15,1,2177
MSitAE-JULY-2020,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16391,76,5276,1617,0,0,169,0,6881,0,0,1489
MSitAE-JULY-2020,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,7571,0,0,9,0,0,0,0,0,0
MSitAE-JULY-2020,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5899,0,0,908,0,0,139,0,2343,0,0,558
MSitAE-JULY-2020,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8896,567,1954,0,0,0,218,0,3268,1,0,1994
MSitAE-JULY-2020,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10942,0,4186,732,0,0,121,0,3153,0,0,867
MSitAE-JULY-2020,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,18464,0,0,0,0,0,173,0,4103,0,0,949
MSitAE-JULY-2020,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3087,0,8236,0,0,0,18,0,1171,0,303,1589
MSitAE-JULY-2020,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,11248,1721,0,2056,13,0,466,58,3777,4,0,819
MSitAE-JULY-2020,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4209,263,832,365,0,0,40,0,1285,0,0,720
MSitAE-JULY-2020,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,7422,0,0,485,0,0,46,0,3219,0,0,1500
MSitAE-JULY-2020,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,7828,0,4461,1213,0,2,42,0,3058,0,0,311
MSitAE-JULY-2020,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10652,1087,4937,687,11,32,34,0,3949,19,0,938
MSitAE-JULY-2020,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8308,0,3220,957,0,2,451,0,1954,0,58,1685
MSitAE-JULY-2020,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0,0,647,0,0,8,0,0,0,0,0,1
MSitAE-JULY-2020,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6332,0,445,784,0,1,77,0,2227,0,13,1217
MSitAE-JULY-2020,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,808,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2020,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10736,0,4507,3591,0,0,371,3,3126,0,0,1256
MSitAE-JULY-2020,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,5711,0,6779,543,0,48,3,0,1758,0,0,984
MSitAE-JULY-2020,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,2251,0,0,1,0,0,0,0,0,0
MSitAE-JULY-2020,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,9340,0,4112,910,0,33,170,12,3826,0,10,801
MSitAE-JULY-2020,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13764,0,2995,2364,0,13,312,0,4591,0,352,1061
MSitAE-JULY-2020,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9263,0,5982,2490,0,198,627,0,3578,0,0,953
MSitAE-JULY-2020,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,6784,0,1180,1107,0,1,350,0,1963,0,0,568
MSitAE-JULY-2020,RM3,NHS ENGLAND NORTH WEST ,SALFORD ROYAL NHS FOUNDATION TRUST,7318,0,491,722,0,0,180,0,2610,0,0,238
MSitAE-JULY-2020,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11256,0,2590,1121,0,1,192,0,3106,0,230,731
MSitAE-JULY-2020,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,5673,0,433,0,0,0,29,0,1663,0,0,527
MSitAE-JULY-2020,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,27572,0,1158,2707,0,0,361,4,10491,0,0,3031
MSitAE-JULY-2020,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,32
MSitAE-JULY-2020,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10300,0,0,359,0,0,14,2,3049,0,0,897
MSitAE-JULY-2020,RYR,NHS ENGLAND SOUTH EAST ,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,12226,0,0,651,0,0,39,2,3747,0,0,1002
MSitAE-JULY-2020,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,9555,0,1980,1475,0,3,209,0,3790,0,0,606
MSitAE-JULY-2020,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12344,387,5740,3407,0,45,676,0,5043,0,0,2002
MSitAE-JULY-2020,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12122,0,2426,286,0,4,16,0,4082,0,0,375
MSitAE-JULY-2020,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,14662,0,4557,1985,0,0,592,0,4057,0,0,1083
MSitAE-JULY-2020,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6955,0,1089,954,0,0,105,0,2258,0,0,257
MSitAE-JULY-2020,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5864,0,933,442,0,0,73,0,2220,0,0,586
MSitAE-JULY-2020,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,9464,376,4258,1080,0,18,53,0,3777,3,0,1137
MSitAE-JULY-2020,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12191,0,4472,527,0,17,29,0,4447,0,233,1386
MSitAE-JULY-2020,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5296,0,0,436,0,0,12,0,2185,0,0,454
MSitAE-JULY-2020,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,9329,0,11663,1232,0,93,408,10,5330,0,0,1283
MSitAE-JULY-2020,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9893,1212,330,1004,0,0,149,0,3145,88,24,3346
MSitAE-JULY-2020,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7164,0,1547,833,0,0,123,0,2478,0,0,1212
MSitAE-JULY-2020,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,8161,2834,5457,0,0,0,560,13,2372,0,0,872
MSitAE-JULY-2020,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7534,0,0,1336,0,0,423,1,2338,0,0,624
MSitAE-JULY-2020,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10416,200,234,749,0,0,191,3,2331,2,0,174
MSitAE-JULY-2020,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5761,0,5981,1629,0,24,334,0,2858,0,0,496
MSitAE-JULY-2020,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,7126,0,0,560,0,0,90,0,1267,0,0,89
MSitAE-JULY-2020,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8627,0,2233,800,0,0,113,0,3524,0,0,574
MSitAE-JULY-2020,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,4640,0,922,230,0,0,41,0,1287,0,0,33
MSitAE-JULY-2020,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5180,0,2972,474,0,2,91,0,2142,0,104,345
MSitAE-JULY-2020,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,16268,0,2727,1599,0,0,816,13,4018,0,0,1061
MSitAE-JULY-2020,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4668,357,16,316,0,0,2,0,1164,0,0,378
MSitAE-JULY-2020,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1878,0,0,0,0,0,0,0,0,0
MSitAE-JULY-2020,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,475
MSitAE-JULY-2020,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,9,69
MSitAE-JULY-2020,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,209
MSitAE-JULY-2020,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8600,98,3099,0,0,0,122,1,2899,0,847,0
MSitAE-JULY-2020,RW6,NHS ENGLAND NORTH WEST ,PENNINE ACUTE HOSPITALS NHS TRUST,21454,0,3660,2856,0,75,317,0,5801,0,102,1031
MSitAE-JULY-2020,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8346,0,1002,1035,0,34,116,0,1967,0,40,577
MSitAE-JULY-2020,RXH,NHS ENGLAND SOUTH EAST ,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11884,1592,0,1019,0,0,216,0,3229,27,0,372
MSitAE-JULY-2020,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,13399,1194,0,3051,19,0,612,0,3953,10,0,2808
MSitAE-JULY-2020,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,24887,0,2071,1575,0,7,175,0,8561,0,381,1423
MSitAE-JULY-2020,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6507,0,1640,643,0,0,184,0,2211,0,0,168
TOTAL,TOTAL,TOTAL,TOTAL,1120421,32759,435106,111270,163,1845,20754,271,358671,1340,3372,109843
