,Date,ODS code,Organisation name,Type 1,Type 2,Other,Total A&E attendences
3281,2016-07-01,RHW,Royal Berkshire NHS Foundation Trust,9569.0,1375.0,0.0,10944.0
3282,2016-07-01,REF,Royal Cornwall Hospitals NHS Trust,6715.0,0.0,1973.0,8688.0
3283,2016-07-01,RH8,Royal Devon And Exeter NHS Foundation Trust,8959.0,0.0,0.0,8959.0
3284,2016-07-01,RA2,Royal Surrey County Hospital NHS Foundation Trust,6109.0,0.0,0.0,6109.0
3285,2016-07-01,RD1,Royal United Hospitals Bath NHS Foundation Trust,6460.0,0.0,1017.0,7477.0
3286,2016-07-01,RNZ,Salisbury NHS Foundation Trust,4341.0,314.0,0.0,4655.0
3287,2016-07-01,Y02666,Salisbury Walk-In Hc,0.0,0.0,2171.0,2171.0
3288,2016-07-01,RH5,Somerset Partnership NHS Foundation Trust,0.0,0.0,9025.0,9025.0
3289,2016-07-01,NTP11,Southampton NHS Treatment Centre,0.0,0.0,4725.0,4725.0
3290,2016-07-01,RW1,Southern Health NHS Foundation Trust,0.0,0.0,2946.0,2946.0
3291,2016-07-01,NTPAD,St Mary's NHS Treatment Centre,0.0,0.0,5203.0,5203.0
3292,2016-07-01,RTP,Surrey And Sussex Healthcare NHS Trust,8406.0,0.0,0.0,8406.0
3293,2016-07-01,RDR,Sussex Community NHS Foundation Trust,0.0,0.0,9779.0,9779.0
3294,2016-07-01,RBA,Taunton And Somerset NHS Foundation Trust,5884.0,0.0,0.0,5884.0
3295,2016-07-01,AAH,Tetbury Hospital Trust Ltd,0.0,0.0,237.0,237.0
3296,2016-07-01,RDZ,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,6997.0,1591.0,0.0,8588.0
3297,2016-07-01,RA9,Torbay And South Devon NHS Foundation Trust,6971.0,0.0,3708.0,10679.0
3298,2016-07-01,RHM,University Hospital Southampton NHS Foundation Trust,8859.0,1639.0,0.0,10498.0
3299,2016-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,9180.0,1925.0,0.0,11105.0
3300,2016-07-01,RYR,Western Sussex Hospitals NHS Foundation Trust,12832.0,0.0,1016.0,13848.0
3301,2016-07-01,RA3,Weston Area Health NHS Trust,5042.0,0.0,0.0,5042.0
3302,2016-07-01,NDA56,Weybridge Walk In Centre,0.0,0.0,2769.0,2769.0
3303,2016-07-01,G82071,Whitstable Medical Practice,0.0,0.0,2450.0,2450.0
3304,2016-07-01,NDA55,Woking Walk In Centre,0.0,0.0,3510.0,3510.0
3305,2016-07-01,NLX24,Yate West Gate Centre,0.0,0.0,1647.0,1647.0
3306,2016-07-01,RA4,Yeovil District Hospital NHS Foundation Trust,4175.0,0.0,0.0,4175.0
3307,2016-07-01,RHU,Portsmouth Hospitals NHS Trust,9742.0,812.0,2217.0,12771.0
3308,2016-07-01,R1J,Gloucestershire Care Services NHS Trust,0.0,0.0,7072.0,7072.0
3309,2016-07-01,RD3,Poole Hospital NHS Foundation Trust,6244.0,0.0,0.0,6244.0
3310,2016-07-01,RYJ,Imperial College Healthcare NHS Trust,9693.0,4007.0,11077.0,24777.0
3311,2016-07-01,RN3,Great Western Hospitals NHS Foundation Trust,7048.0,0.0,6165.0,13213.0
3312,2016-07-01,RN5,Hampshire Hospitals NHS Foundation Trust,9896.0,0.0,858.0,10754.0
3313,2016-07-01,NDA57,Haslemere Minor Injuries Unit,0.0,0.0,755.0,755.0
3314,2016-07-01,R1F,Isle Of Wight NHS Trust,3929.0,0.0,2037.0,5966.0
3315,2016-07-01,RYY,Kent Community Health NHS Foundation Trust,0.0,0.0,11634.0,11634.0
3316,2016-07-01,NR5,Livewell Southwest,0.0,0.0,4442.0,4442.0
3317,2016-07-01,RWF,Maidstone And Tunbridge Wells NHS Trust,12947.0,0.0,2193.0,15140.0
3318,2016-07-01,RPA,Medway NHS Foundation Trust,10415.0,0.0,0.0,10415.0
3319,2016-07-01,RVJ,North Bristol NHS Trust,7637.0,0.0,0.0,7637.0
3320,2016-07-01,RBZ,Northern Devon Healthcare NHS Trust,4379.0,0.0,6872.0,11251.0
3321,2016-07-01,L83087,Okehampton Medical Centre,0.0,0.0,163.0,163.0
3322,2016-07-01,RNU,Oxford Health NHS Foundation Trust,0.0,0.0,3237.0,3237.0
3323,2016-07-01,RTH,Oxford University Hospitals NHS Foundation Trust,11736.0,1760.0,0.0,13496.0
3324,2016-07-01,NLX02,Paulton Memorial Hospital,0.0,0.0,741.0,741.0
3325,2016-07-01,RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",20878.0,735.0,2858.0,24471.0
3326,2016-07-01,R1H,Barts Health NHS Trust,29016.0,667.0,9808.0,39491.0
3327,2016-07-01,AD913,Beckenham Beacon Ucc,0.0,0.0,4578.0,4578.0
3328,2016-07-01,RYX,Central London Community Healthcare NHS Trust,0.0,0.0,19122.0,19122.0
3329,2016-07-01,RQM,Chelsea And Westminster Hospital NHS Foundation Trust,16761.0,0.0,7362.0,24123.0
3330,2016-07-01,RJ6,Croydon Health Services NHS Trust,6008.0,0.0,4442.0,10450.0
3331,2016-07-01,Y02696,Edmonton GP Walk In Centre,0.0,0.0,1029.0,1029.0
3332,2016-07-01,NX122,Edridge Road Community Health Centre,0.0,0.0,2738.0,2738.0
3333,2016-07-01,RVR,Epsom And St Helier University Hospitals NHS Trust,13188.0,456.0,0.0,13644.0
3334,2016-07-01,RJ1,Guy's And St Thomas' NHS Foundation Trust,12777.0,751.0,3015.0,16543.0
3335,2016-07-01,Y03082,Harold Wood Walk In Centre,0.0,0.0,3690.0,3690.0
3336,2016-07-01,RQX,Homerton University Hospital NHS Foundation Trust,10751.0,0.0,0.0,10751.0
3337,2016-07-01,RY9,Hounslow And Richmond Community Healthcare NHS Trust,0.0,0.0,4805.0,4805.0
3338,2016-07-01,RK9,Plymouth Hospitals NHS Trust,8569.0,271.0,0.0,8840.0
3339,2016-07-01,RXR,East Lancashire Hospitals NHS Trust,9702.0,0.0,6076.0,15778.0
3340,2016-07-01,RR7,Gateshead Health NHS Foundation Trust,7635.0,0.0,2396.0,10031.0
3341,2016-07-01,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,12047.0,0.0,3100.0,15147.0
3342,2016-07-01,RLU,Birmingham Women's NHS Foundation Trust,0.0,0.0,0.0,0.0
3343,2016-07-01,RJF,Burton Hospitals NHS Foundation Trust,5756.0,0.0,5064.0,10820.0
3344,2016-07-01,RGT,Cambridge University Hospitals NHS Foundation Trust,10081.0,0.0,3253.0,13334.0
3345,2016-07-01,RFS,Chesterfield Royal Hospital NHS Foundation Trust,7301.0,0.0,0.0,7301.0
3346,2016-07-01,NQ108,Clacton Hospital,0.0,0.0,3149.0,3149.0
3347,2016-07-01,RDE,Colchester Hospital University NHS Foundation Trust,7660.0,0.0,0.0,7660.0
3348,2016-07-01,Y03571,Corby Urgent Care Centre,0.0,0.0,6224.0,6224.0
3349,2016-07-01,RYG,Coventry And Warwickshire Partnership NHS Trust,0.0,0.0,0.0,0.0
3350,2016-07-01,Y02613,Coventry NHS Healthcare Ctr,0.0,0.0,4059.0,4059.0
3351,2016-07-01,RTG,Derby Teaching Hospitals NHS Foundation Trust,12240.0,0.0,3808.0,16048.0
3352,2016-07-01,RY8,Derbyshire Community Health Services NHS Foundation Trust,0.0,0.0,5471.0,5471.0
3353,2016-07-01,NNJ,Derbyshire Health United Ltd,0.0,0.0,1917.0,1917.0
3354,2016-07-01,RWH,East And North Hertfordshire NHS Trust,9286.0,0.0,4833.0,14119.0
3355,2016-07-01,NAX,East Coast Community Healthcare C.I.C,0.0,0.0,727.0,727.0
3356,2016-07-01,NQ106,Fryatt Hospital,0.0,0.0,793.0,793.0
3357,2016-07-01,RLT,George Eliot Hospital NHS Trust,6820.0,0.0,0.0,6820.0
3358,2016-07-01,NTPAL,Greet General Practice & Urgent Care Centre,0.0,0.0,2099.0,2099.0
3359,2016-07-01,Y02662,Greyfriars Health Centre,0.0,0.0,1355.0,1355.0
3360,2016-07-01,NEH06,Haverstock Healthcare (Cheshunt Community Hospital),0.0,0.0,2123.0,2123.0
3361,2016-07-01,RR1,Heart Of England NHS Foundation Trust,19568.0,0.0,3916.0,23484.0
3362,2016-07-01,RY4,Hertfordshire Community NHS Trust,0.0,0.0,924.0,924.0
3363,2016-07-01,RQQ,Hinchingbrooke Health Care NHS Trust,4274.0,0.0,0.0,4274.0
3364,2016-07-01,RGQ,Ipswich Hospital NHS Trust,7986.0,0.0,491.0,8477.0
3365,2016-07-01,RGP,James Paget University Hospitals NHS Foundation Trust,7062.0,0.0,0.0,7062.0
3366,2016-07-01,RNQ,Kettering General Hospital NHS Foundation Trust,7788.0,0.0,0.0,7788.0
3367,2016-07-01,C82038,Latham House Medical Practice,0.0,0.0,372.0,372.0
3368,2016-07-01,RJN,East Cheshire NHS Trust,4298.0,0.0,354.0,4652.0
3369,2016-07-01,RQ3,Birmingham Women's And Children's NHS Foundation Trust,4832.0,0.0,0.0,4832.0
3370,2016-07-01,NJS05,Loughborough Urgent Care Centre,0.0,0.0,3932.0,3932.0
3371,2016-07-01,M85813,Birmingham Wic,0.0,0.0,3156.0,3156.0
3372,2016-07-01,RC1,Bedford Hospital NHS Trust,6446.0,0.0,0.0,6446.0
3373,2016-07-01,RJZ,King's College Hospital NHS Foundation Trust,17404.0,2081.0,5513.0,24998.0
3374,2016-07-01,RAX,Kingston Hospital NHS Foundation Trust,8832.0,992.0,0.0,9824.0
3375,2016-07-01,RJ2,Lewisham And Greenwich NHS Trust,17635.0,0.0,5796.0,23431.0
3376,2016-07-01,R1K,London North West Healthcare NHS Trust,11477.0,0.0,17557.0,29034.0
3377,2016-07-01,RP6,Moorfields Eye Hospital NHS Foundation Trust,0.0,8822.0,0.0,8822.0
3378,2016-07-01,RAT,North East London NHS Foundation Trust,0.0,0.0,5038.0,5038.0
3379,2016-07-01,RAP,North Middlesex University Hospital NHS Trust,13445.0,0.0,0.0,13445.0
3380,2016-07-01,Y02973,Orchard Village Walk-In-Centre,0.0,0.0,852.0,852.0
3381,2016-07-01,Y02585,Orient Practice,0.0,0.0,880.0,880.0
3382,2016-07-01,AF003,Parkway Miu,0.0,0.0,568.0,568.0
3383,2016-07-01,AF002,Purley Miu,0.0,0.0,750.0,750.0
3384,2016-07-01,RT3,Royal Brompton & Harefield NHS Foundation Trust,0.0,0.0,0.0,0.0
3385,2016-07-01,RAL,Royal Free London NHS Foundation Trust,19112.0,0.0,3517.0,22629.0
3386,2016-07-01,RAN,Royal National Orthopaedic Hospital NHS Trust,0.0,0.0,0.0,0.0
3387,2016-07-01,Y03047,St Andrews Walk-In Centre,0.0,0.0,1849.0,1849.0
3388,2016-07-01,RJ7,St George's University Hospitals NHS Foundation Trust,13302.0,0.0,1450.0,14752.0
3389,2016-07-01,F84747,The Barkantine Practice,0.0,0.0,2305.0,2305.0
3390,2016-07-01,RAS,The Hillingdon Hospitals NHS Foundation Trust,5359.0,0.0,8633.0,13992.0
3391,2016-07-01,Y03094,The Junction Hc - Unregistered Patients,0.0,0.0,3294.0,3294.0
3392,2016-07-01,Y02987,The Practice Loxford,0.0,0.0,1019.0,1019.0
3393,2016-07-01,E84068,The Ridgeway Surgery,0.0,0.0,3360.0,3360.0
3394,2016-07-01,RKE,The Whittington Hospital NHS Trust,8277.0,0.0,0.0,8277.0
3395,2016-07-01,RRV,University College London Hospitals NHS Foundation Trust,12121.0,0.0,0.0,12121.0
3396,2016-07-01,Y02147,Urgent Care Centre,0.0,0.0,9933.0,9933.0
3397,2016-07-01,Y03201,Waldron - Hurley Unregistered Practice,0.0,0.0,2508.0,2508.0
3398,2016-07-01,NL7,Assura Vertis Urgent Care Centres (Birmingham),0.0,0.0,5174.0,5174.0
3399,2016-07-01,RDD,Basildon And Thurrock University Hospitals NHS Foundation Trust,11719.0,0.0,0.0,11719.0
3400,2016-07-01,RYW,Birmingham Community Healthcare NHS Foundation Trust,0.0,431.0,0.0,431.0
3401,2016-07-01,RC9,Luton And Dunstable University Hospital NHS Foundation Trust,8984.0,0.0,3657.0,12641.0
3402,2016-07-01,RY5,Lincolnshire Community Health Services NHS Trust,0.0,0.0,14943.0,14943.0
3403,2016-07-01,NLO11,Market Harborough Urgent Care Centre,0.0,0.0,639.0,639.0
3404,2016-07-01,C82009,Market Harborough Med.Ctr,0.0,0.0,400.0,400.0
3405,2016-07-01,RJE,University Hospitals Of North Midlands NHS Trust,15596.0,384.0,5293.0,21273.0
3406,2016-07-01,RBK,Walsall Healthcare NHS Trust,6629.0,0.0,4036.0,10665.0
3407,2016-07-01,ATQ02,Walsall Urgent Care Centre (Community Site),0.0,0.0,3785.0,3785.0
3408,2016-07-01,RWG,West Hertfordshire Hospitals NHS Trust,8223.0,0.0,4503.0,12726.0
3409,2016-07-01,RGR,West Suffolk NHS Foundation Trust,5996.0,0.0,0.0,5996.0
3410,2016-07-01,NLO20,Wolverhampton Doctors Urgent Care,0.0,0.0,3761.0,3761.0
3411,2016-07-01,RWP,Worcestershire Acute Hospitals NHS Trust,11004.0,0.0,6211.0,17215.0
3412,2016-07-01,R1A,Worcestershire Health And Care NHS Trust,0.0,730.0,0.0,730.0
3413,2016-07-01,RLQ,Wye Valley NHS Trust,4891.0,0.0,3172.0,8063.0
3414,2016-07-01,REM,Aintree University Hospital NHS Foundation Trust,7374.0,0.0,7051.0,14425.0
3415,2016-07-01,RCF,Airedale NHS Foundation Trust,5124.0,0.0,0.0,5124.0
3416,2016-07-01,RKB,University Hospitals Coventry And Warwickshire NHS Trust,11961.0,1927.0,2515.0,16403.0
3417,2016-07-01,RBS,Alder Hey Children's NHS Foundation Trust,4869.0,0.0,0.0,4869.0
3418,2016-07-01,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,8166.0,0.0,9813.0,17979.0
3419,2016-07-01,RMC,Bolton NHS Foundation Trust,9951.0,0.0,0.0,9951.0
3420,2016-07-01,RAE,Bradford Teaching Hospitals NHS Foundation Trust,11926.0,0.0,0.0,11926.0
3421,2016-07-01,NNF09,Bransholme Health Centre,0.0,0.0,1333.0,1333.0
3422,2016-07-01,RY2,Bridgewater Community Healthcare NHS Foundation Trust,0.0,0.0,8882.0,8882.0
3423,2016-07-01,RWY,Calderdale And Huddersfield NHS Foundation Trust,13307.0,0.0,0.0,13307.0
3424,2016-07-01,NTP08,Care Uk NHS Rotherham Diagnostic Centre,0.0,0.0,3999.0,3999.0
3425,2016-07-01,RW3,Central Manchester University Hospitals NHS Foundation Trust,12605.0,3658.0,10377.0,26640.0
3426,2016-07-01,RLN,City Hospitals Sunderland NHS Foundation Trust,7533.0,2490.0,2433.0,12456.0
3427,2016-07-01,RJR,Countess Of Chester Hospital NHS Foundation Trust,6159.0,0.0,688.0,6847.0
3428,2016-07-01,RXP,County Durham And Darlington NHS Foundation Trust,11688.0,0.0,13708.0,25396.0
3429,2016-07-01,RNN,Cumbria Partnership NHS Foundation Trust,0.0,0.0,1443.0,1443.0
3430,2016-07-01,RFF,Barnsley Hospital NHS Foundation Trust,7335.0,0.0,0.0,7335.0
3431,2016-07-01,RRK,University Hospitals Birmingham NHS Foundation Trust,9842.0,0.0,0.0,9842.0
3432,2016-07-01,RWE,University Hospitals Of Leicester NHS Trust,12275.0,1925.0,5949.0,20149.0
3433,2016-07-01,RL4,The Royal Wolverhampton NHS Trust,11561.0,0.0,4663.0,16224.0
3434,2016-07-01,NLO09,Melton Mowbray Urgent Care Centre,0.0,0.0,520.0,520.0
3435,2016-07-01,RQ8,Mid Essex Hospital Services NHS Trust,8126.0,0.0,467.0,8593.0
3436,2016-07-01,RD8,Milton Keynes University Hospital NHS Foundation Trust,7815.0,0.0,5170.0,12985.0
3437,2016-07-01,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,10303.0,0.0,1252.0,11555.0
3438,2016-07-01,Y02646,North Colchester Healthcare Centre,0.0,0.0,4904.0,4904.0
3439,2016-07-01,RGN,North West Anglia NHS Foundation Trust,8819.0,0.0,834.0,9653.0
3440,2016-07-01,RNS,Northampton General Hospital NHS Trust,9296.0,920.0,0.0,10216.0
3441,2016-07-01,NMH01,Norwich Practices Ltd (Castle Mall),0.0,0.0,5936.0,5936.0
3442,2016-07-01,NR3,Nottingham Citycare Partnership,0.0,0.0,5352.0,5352.0
3443,2016-07-01,RX1,Nottingham University Hospitals NHS Trust,15291.0,1588.0,245.0,17124.0
3444,2016-07-01,RWD,United Lincolnshire Hospitals NHS Trust,14680.0,0.0,0.0,14680.0
3445,2016-07-01,C82010,Oakham Medical Practice,0.0,0.0,353.0,353.0
3446,2016-07-01,NLO12,Oakham Urgent Care Centre,0.0,0.0,353.0,353.0
3447,2016-07-01,NLO10,Oadby & Wigston Urgent Care Centre,0.0,0.0,2852.0,2852.0
3448,2016-07-01,RXK,Sandwell And West Birmingham Hospitals NHS Trust,14488.0,2017.0,2864.0,19369.0
3449,2016-07-01,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0
3450,2016-07-01,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5806.0,0.0,0.0,5806.0
3451,2016-07-01,RQW,The Princess Alexandra Hospital NHS Trust,8919.0,0.0,189.0,9108.0
3452,2016-07-01,Y02428,Putnoe Medical Centre Walk In Centre,0.0,0.0,2158.0,2158.0
3453,2016-07-01,Y02961,Summerfield GP Surg & Urgent Care Centre,0.0,0.0,3882.0,3882.0
3454,2016-07-01,RAJ,Southend University Hospital NHS Foundation Trust,9007.0,0.0,0.0,9007.0
3455,2016-07-01,RNA,The Dudley Group NHS Foundation Trust,8947.0,0.0,6786.0,15733.0
3456,2016-07-01,Y02615,South Birmingham GP Walk In Centre,0.0,0.0,5599.0,5599.0
3457,2016-07-01,Y02568,Solihull Healthcare & Walk-In-Centre,0.0,0.0,3527.0,3527.0
3458,2016-07-01,R1D,Shropshire Community Health NHS Trust,0.0,363.0,2349.0,2712.0
3459,2016-07-01,RXW,Shrewsbury And Telford Hospital NHS Trust,10919.0,0.0,1880.0,12799.0
3460,2016-07-01,RK5,Sherwood Forest Hospitals NHS Foundation Trust,9563.0,0.0,3812.0,13375.0
3461,2016-07-01,RJC,South Warwickshire NHS Foundation Trust,5701.0,0.0,717.0,6418.0
3462,2016-08-01,G82071,Whitstable Medical Practice,0.0,0.0,2407.0,2407.0
3463,2016-08-01,RP6,Moorfields Eye Hospital NHS Foundation Trust,0.0,8474.0,0.0,8474.0
3464,2016-08-01,RA4,Yeovil District Hospital NHS Foundation Trust,3810.0,0.0,0.0,3810.0
3465,2016-08-01,NLX24,Yate West Gate Centre,0.0,0.0,1562.0,1562.0
3466,2016-08-01,NDA55,Woking Walk In Centre,0.0,0.0,3201.0,3201.0
3467,2016-08-01,NDA56,Weybridge Walk In Centre,0.0,0.0,2676.0,2676.0
3468,2016-08-01,RAT,North East London NHS Foundation Trust,0.0,0.0,4889.0,4889.0
3469,2016-08-01,RYR,Western Sussex Hospitals NHS Foundation Trust,12234.0,0.0,1065.0,13299.0
3470,2016-08-01,NLO12,Oakham Urgent Care Centre,0.0,0.0,289.0,289.0
3471,2016-08-01,C82010,Oakham Medical Practice,0.0,0.0,320.0,320.0
3472,2016-08-01,NLO10,Oadby & Wigston Urgent Care Centre,0.0,0.0,2655.0,2655.0
3473,2016-08-01,RX1,Nottingham University Hospitals NHS Trust,13915.0,1674.0,281.0,15870.0
3474,2016-08-01,NR3,Nottingham Citycare Partnership,0.0,0.0,4892.0,4892.0
3475,2016-08-01,NMH01,Norwich Practices Ltd (Castle Mall),0.0,0.0,5678.0,5678.0
3476,2016-08-01,RNS,Northampton General Hospital NHS Trust,8553.0,964.0,0.0,9517.0
3477,2016-08-01,RGN,North West Anglia NHS Foundation Trust,7835.0,0.0,781.0,8616.0
3478,2016-08-01,Y02646,North Colchester Healthcare Centre,0.0,0.0,4901.0,4901.0
3479,2016-08-01,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,10060.0,0.0,1349.0,11409.0
3480,2016-08-01,RD8,Milton Keynes University Hospital NHS Foundation Trust,7055.0,0.0,4521.0,11576.0
3481,2016-08-01,RQ8,Mid Essex Hospital Services NHS Trust,7648.0,0.0,383.0,8031.0
3482,2016-08-01,Y02428,Putnoe Medical Centre Walk In Centre,0.0,0.0,1861.0,1861.0
3483,2016-08-01,NLO09,Melton Mowbray Urgent Care Centre,0.0,0.0,481.0,481.0
3484,2016-08-01,C82009,Market Harborough Med.Ctr,0.0,0.0,354.0,354.0
3485,2016-08-01,RC9,Luton And Dunstable University Hospital NHS Foundation Trust,7933.0,0.0,3333.0,11266.0
3486,2016-08-01,NJS05,Loughborough Urgent Care Centre,0.0,0.0,3710.0,3710.0
3487,2016-08-01,RY5,Lincolnshire Community Health Services NHS Trust,0.0,0.0,14094.0,14094.0
3488,2016-08-01,C82038,Latham House Medical Practice,0.0,0.0,512.0,512.0
3489,2016-08-01,RNQ,Kettering General Hospital NHS Foundation Trust,7365.0,0.0,0.0,7365.0
3490,2016-08-01,RGP,James Paget University Hospitals NHS Foundation Trust,6789.0,0.0,0.0,6789.0
3491,2016-08-01,RGQ,Ipswich Hospital NHS Trust,7442.0,0.0,602.0,8044.0
3492,2016-08-01,RQQ,Hinchingbrooke Health Care NHS Trust,3875.0,0.0,0.0,3875.0
3493,2016-08-01,RY4,Hertfordshire Community NHS Trust,0.0,0.0,845.0,845.0
3494,2016-08-01,RR1,Heart Of England NHS Foundation Trust,18017.0,0.0,3558.0,21575.0
3495,2016-08-01,NEH06,Haverstock Healthcare (Cheshunt Community Hospital),0.0,0.0,1877.0,1877.0
3496,2016-08-01,NLO11,Market Harborough Urgent Care Centre,0.0,0.0,638.0,638.0
3497,2016-08-01,Y02662,Greyfriars Health Centre,0.0,0.0,1585.0,1585.0
3498,2016-08-01,RXK,Sandwell And West Birmingham Hospitals NHS Trust,13315.0,2128.0,2803.0,18246.0
3499,2016-08-01,RXW,Shrewsbury And Telford Hospital NHS Trust,10201.0,0.0,1642.0,11843.0
3500,2016-08-01,RCF,Airedale NHS Foundation Trust,4765.0,0.0,0.0,4765.0
3501,2016-08-01,REM,Aintree University Hospital NHS Foundation Trust,7126.0,0.0,6518.0,13644.0
3502,2016-08-01,RLQ,Wye Valley NHS Trust,4612.0,0.0,3172.0,7784.0
3503,2016-08-01,R1A,Worcestershire Health And Care NHS Trust,0.0,775.0,0.0,775.0
3504,2016-08-01,RWP,Worcestershire Acute Hospitals NHS Trust,10161.0,0.0,5631.0,15792.0
3505,2016-08-01,NLO20,Wolverhampton Doctors Urgent Care,0.0,0.0,3217.0,3217.0
3506,2016-08-01,RGR,West Suffolk NHS Foundation Trust,5712.0,0.0,0.0,5712.0
3507,2016-08-01,RWG,West Hertfordshire Hospitals NHS Trust,7363.0,0.0,4148.0,11511.0
3508,2016-08-01,ATQ02,Walsall Urgent Care Centre (Community Site),0.0,0.0,3572.0,3572.0
3509,2016-08-01,RBK,Walsall Healthcare NHS Trust,5747.0,0.0,3498.0,9245.0
3510,2016-08-01,RJE,University Hospitals Of North Midlands NHS Trust,14568.0,439.0,4802.0,19809.0
3511,2016-08-01,RWE,University Hospitals Of Leicester NHS Trust,12098.0,1844.0,5435.0,19377.0
3512,2016-08-01,RK5,Sherwood Forest Hospitals NHS Foundation Trust,8894.0,0.0,3282.0,12176.0
3513,2016-08-01,RKB,University Hospitals Coventry And Warwickshire NHS Trust,10892.0,1846.0,2255.0,14993.0
3514,2016-08-01,RWD,United Lincolnshire Hospitals NHS Trust,13375.0,0.0,0.0,13375.0
3515,2016-08-01,RL4,The Royal Wolverhampton NHS Trust,10700.0,0.0,4279.0,14979.0
3516,2016-08-01,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0
3517,2016-08-01,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5455.0,0.0,0.0,5455.0
3518,2016-08-01,RQW,The Princess Alexandra Hospital NHS Trust,8144.0,0.0,168.0,8312.0
3519,2016-08-01,RNA,The Dudley Group NHS Foundation Trust,8575.0,0.0,5807.0,14382.0
3520,2016-08-01,Y02961,Summerfield GP Surg & Urgent Care Centre,0.0,0.0,3214.0,3214.0
3521,2016-08-01,RAJ,Southend University Hospital NHS Foundation Trust,8525.0,0.0,0.0,8525.0
3522,2016-08-01,RJC,South Warwickshire NHS Foundation Trust,5056.0,0.0,722.0,5778.0
3523,2016-08-01,Y02615,South Birmingham GP Walk In Centre,0.0,0.0,4852.0,4852.0
3524,2016-08-01,Y02568,Solihull Healthcare & Walk-In-Centre,0.0,0.0,3508.0,3508.0
3525,2016-08-01,R1D,Shropshire Community Health NHS Trust,0.0,403.0,2112.0,2515.0
3526,2016-08-01,RRK,University Hospitals Birmingham NHS Foundation Trust,9584.0,0.0,0.0,9584.0
3527,2016-08-01,RBS,Alder Hey Children's NHS Foundation Trust,3795.0,0.0,0.0,3795.0
3528,2016-08-01,NTPAL,Greet General Practice & Urgent Care Centre,0.0,0.0,1878.0,1878.0
3529,2016-08-01,NQ106,Fryatt Hospital,0.0,0.0,750.0,750.0
3530,2016-08-01,RAN,Royal National Orthopaedic Hospital NHS Trust,0.0,0.0,0.0,0.0
3531,2016-08-01,RAL,Royal Free London NHS Foundation Trust,17629.0,0.0,3006.0,20635.0
3532,2016-08-01,RT3,Royal Brompton & Harefield NHS Foundation Trust,0.0,0.0,0.0,0.0
3533,2016-08-01,AF002,Purley Miu,0.0,0.0,657.0,657.0
3534,2016-08-01,AF003,Parkway Miu,0.0,0.0,522.0,522.0
3535,2016-08-01,Y02585,Orient Practice,0.0,0.0,793.0,793.0
3536,2016-08-01,Y02973,Orchard Village Walk-In-Centre,0.0,0.0,668.0,668.0
3537,2016-08-01,RAP,North Middlesex University Hospital NHS Trust,12147.0,0.0,0.0,12147.0
3538,2016-08-01,RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",18825.0,689.0,2594.0,22108.0
3539,2016-08-01,R1H,Barts Health NHS Trust,27117.0,704.0,9374.0,37195.0
3540,2016-08-01,AD913,Beckenham Beacon Ucc,0.0,0.0,4091.0,4091.0
3541,2016-08-01,RYX,Central London Community Healthcare NHS Trust,0.0,0.0,17656.0,17656.0
3542,2016-08-01,Y03047,St Andrews Walk-In Centre,0.0,0.0,1721.0,1721.0
3543,2016-08-01,RQM,Chelsea And Westminster Hospital NHS Foundation Trust,15084.0,0.0,6636.0,21720.0
3544,2016-08-01,Y02696,Edmonton GP Walk In Centre,0.0,0.0,754.0,754.0
3545,2016-08-01,NX122,Edridge Road Community Health Centre,0.0,0.0,2238.0,2238.0
3546,2016-08-01,RVR,Epsom And St Helier University Hospitals NHS Trust,11602.0,454.0,0.0,12056.0
3547,2016-08-01,RJ1,Guy's And St Thomas' NHS Foundation Trust,11956.0,697.0,2752.0,15405.0
3548,2016-08-01,Y03082,Harold Wood Walk In Centre,0.0,0.0,3614.0,3614.0
3549,2016-08-01,RQX,Homerton University Hospital NHS Foundation Trust,9684.0,0.0,0.0,9684.0
3550,2016-08-01,RY9,Hounslow And Richmond Community Healthcare NHS Trust,0.0,0.0,4459.0,4459.0
3551,2016-08-01,RYJ,Imperial College Healthcare NHS Trust,9228.0,3869.0,10566.0,23663.0
3552,2016-08-01,RJZ,King's College Hospital NHS Foundation Trust,16316.0,1995.0,5030.0,23341.0
3553,2016-08-01,RAX,Kingston Hospital NHS Foundation Trust,8210.0,1017.0,0.0,9227.0
3554,2016-08-01,RJ2,Lewisham And Greenwich NHS Trust,16375.0,0.0,5336.0,21711.0
3555,2016-08-01,R1K,London North West Healthcare NHS Trust,11421.0,0.0,15490.0,26911.0
